,name,rating,genre,year,released,score,votes,director,writer,star,country,budget,gross,company,runtime
1892,1610,5,4,1991,397,6.2,34000.0,1889,3126,1863,55,20000000.0,54830779.0,2319,104.0
1893,1530,6,4,1991,214,7.6,82000.0,1754,1904,1732,14,,1794187.0,752,99.0
1894,3922,6,4,1991,629,7.7,57000.0,1308,2012,2775,14,3500000.0,2023808.0,2298,129.0
1895,1164,6,10,1991,523,5.1,37000.0,1128,1134,1408,54,13000000.0,20560255.0,2281,90.0
1896,2092,6,8,1991,3148,4.9,43000.0,2251,4422,2243,55,11000000.0,34872033.0,1713,89.0
1897,4089,4,4,1991,177,6.5,30000.0,1412,771,2538,55,35000000.0,23562716.0,1400,109.0
1898,6237,6,6,1991,1496,7.6,13000.0,1685,2585,1396,14,28000000.0,29679.0,1067,125.0
1899,2514,6,0,1991,2515,4.2,44000.0,2454,1551,461,54,30000000.0,15556340.0,819,91.0
1900,5195,6,0,1991,2297,6.0,7300.0,532,4398,311,55,17000000.0,9151887.0,2128,92.0
1901,7359,1,6,1991,2385,7.2,5000.0,2639,2857,859,55,,7294835.0,2316,88.0
1902,4883,6,0,1991,436,6.1,17000.0,1798,4008,662,55,8000000.0,2275557.0,1524,79.0
1903,2962,6,6,1991,1923,6.6,17000.0,2581,3978,2748,55,14000000.0,43882682.0,2281,132.0
1904,2399,6,0,1991,436,6.1,19000.0,2574,1137,1902,55,23000000.0,7434726.0,1443,98.0
1905,3966,5,6,1991,1143,6.4,13000.0,322,417,2322,55,,14789113.0,1823,116.0
1906,1524,4,4,1991,242,7.2,18000.0,55,94,47,55,,16371128.0,1151,112.0
1907,2024,5,0,1991,1205,5.8,6600.0,1423,4003,564,55,35000000.0,14587732.0,1812,115.0
1908,4369,5,4,1991,1592,4.9,21000.0,327,3855,1312,55,15000000.0,32704700.0,2281,90.0
1909,5980,6,0,1991,2207,6.4,19000.0,1364,2571,1863,55,24000000.0,65595485.0,2281,111.0
1910,4563,6,0,1991,3056,6.2,17000.0,2454,1398,639,55,,21756163.0,1278,102.0
1911,3100,5,4,1991,1110,6.7,30000.0,1958,4055,2509,55,,28862081.0,589,95.0
1912,4673,6,0,1991,1195,6.8,8200.0,1695,2481,1138,55,17000000.0,7241350.0,1637,120.0
1913,1469,6,5,1991,523,6.9,27000.0,1588,3861,1483,55,15000000.0,38016380.0,1812,107.0
1914,4102,6,0,1991,39,6.1,22000.0,1387,3453,2515,55,14000000.0,39673161.0,238,91.0
1915,4066,4,2,1991,1045,7.6,29000.0,1114,1661,1914,27,,545825.0,1733,118.0
1916,6069,6,6,1991,3242,7.0,8600.0,2527,3896,600,55,7000000.0,191125.0,731,127.0
1917,399,1,2,1991,2666,6.5,24000.0,2225,1353,1097,55,,40766041.0,2281,75.0
1918,3226,5,4,1991,1552,5.9,9800.0,1871,2893,1825,55,13000000.0,4102526.0,494,92.0
1919,2084,6,4,1991,2830,6.7,30000.0,914,4163,37,55,29000000.0,22773535.0,1812,118.0
1920,2295,6,5,1991,1195,6.9,15000.0,1667,2550,564,55,,40991329.0,2253,134.0
1921,1229,6,6,1991,2666,6.3,3100.0,2618,4024,43,54,,135893.0,1040,108.0
1922,2548,6,5,1991,488,7.0,6500.0,644,998,1264,55,,2971661.0,1885,102.0
1923,5007,5,4,1991,2461,6.6,15000.0,1912,3638,2322,55,25000000.0,36489888.0,1812,97.0
1924,1397,4,4,1991,2978,5.9,21000.0,1405,2142,1232,55,25000000.0,33691313.0,2319,101.0
1925,6493,6,6,1991,3056,6.3,5000.0,1943,3015,1920,55,,1277404.0,1713,100.0
1926,3470,4,4,1991,2297,4.4,5800.0,2663,1230,1538,55,13000000.0,3752428.0,1162,95.0
1927,4604,1,2,1991,214,6.1,8800.0,735,1127,908,23,18000000.0,11657385.0,1174,77.0
1928,3874,5,4,1991,3311,6.2,11000.0,2585,3571,2369,55,13500000.0,26255594.0,1812,108.0
1929,1311,4,4,1991,2894,2.9,9100.0,632,1034,2705,55,6000000.0,1193062.0,128,91.0
1930,7362,6,6,1991,2498,4.0,1500.0,2938,4520,2006,55,,573904.0,2305,111.0
1931,5320,6,4,1991,2238,5.8,9100.0,275,447,745,55,14000000.0,15545943.0,367,103.0
1932,7321,4,1,1991,1205,6.7,20000.0,2269,1754,793,55,14000000.0,34793160.0,2316,107.0
1933,7116,6,0,1991,779,6.8,9500.0,2906,3360,2766,15,23000000.0,829625.0,231,158.0
1934,4069,5,4,1991,2385,6.4,10000.0,435,693,1282,55,,25092802.0,2253,104.0
1935,1719,5,4,1991,1480,6.5,12000.0,2181,2142,703,55,17000000.0,4603929.0,2253,107.0
1936,4842,6,5,1991,2830,6.5,8900.0,2910,3550,2633,55,22000000.0,11511031.0,578,98.0
1937,4441,4,6,1991,691,8.1,30000.0,2924,4303,916,8,,2603061.0,900,125.0
1938,5240,4,0,1991,3056,4.5,9600.0,359,1370,1014,55,,6948859.0,1713,90.0
1939,4314,6,4,1991,888,5.8,4200.0,1794,3080,1229,55,,4205000.0,1678,91.0
1940,3664,6,5,1991,1552,6.0,8600.0,1913,2977,446,55,23000000.0,20246790.0,2281,104.0
1941,4078,5,0,1991,1470,7.3,19000.0,1135,1758,1051,17,,10405394.0,1176,80.0
1942,2711,5,0,1991,1998,5.8,6600.0,2889,1398,2212,55,,7788597.0,2319,88.0
1943,5628,5,4,1991,2978,5.4,6800.0,2720,1334,628,55,,9689816.0,1812,107.0
1944,1720,6,6,1991,1781,6.1,15000.0,1355,2811,1380,55,18000000.0,82264675.0,1093,111.0
1945,1615,6,4,1991,3056,7.4,8700.0,2004,462,2228,55,,394631.0,2319,94.0
1946,7343,2,6,1991,2894,5.6,3500.0,1583,980,2593,55,,1008404.0,634,85.0
1947,2430,6,4,1991,986,7.0,1600.0,2177,3361,1977,23,,4313473.0,483,104.0
1948,4095,6,4,1991,2894,6.2,8200.0,2069,1981,561,55,,25682090.0,2319,103.0
1949,1531,4,4,1991,596,5.9,8000.0,2787,2549,1282,55,18000000.0,5546827.0,1637,96.0
1950,2030,6,6,1991,2573,7.2,5800.0,1382,2118,2011,2,,2415396.0,1418,99.0
1951,6432,6,10,1991,116,6.0,4400.0,2670,1213,1555,55,2000000.0,,945,97.0
1952,2502,6,4,1991,719,7.1,14000.0,2159,3339,2715,47,,1710057.0,558,112.0
1953,3269,4,6,1991,2515,6.6,14000.0,1329,3861,1260,55,10000000.0,25010896.0,1777,99.0
1954,4825,5,4,1991,2053,6.7,16000.0,2913,4495,2778,55,14000000.0,2735731.0,1374,85.0
1955,4829,6,4,1991,1984,5.6,4700.0,298,483,282,55,1400000.0,115103.0,1305,87.0
1956,793,6,1,1991,3056,7.1,6600.0,335,536,1658,6,,8211952.0,140,101.0
1957,760,6,5,1991,2515,5.9,11000.0,2355,1192,695,55,48000000.0,15565363.0,2232,106.0
1958,1830,6,6,1991,1839,7.6,20000.0,1658,2526,204,11,,1015007.0,126,112.0
1959,5770,5,6,1991,358,7.0,5200.0,2268,1203,2766,55,,38120905.0,2232,122.0
1960,2994,5,6,1991,2584,6.9,9600.0,2659,2571,1201,14,11000000.0,1059071.0,343,98.0
1961,2927,6,4,1991,145,5.8,3800.0,2776,4263,292,49,500000.0,90091.0,229,97.0
1962,3839,5,4,1991,358,6.0,2700.0,1487,3247,793,55,10000000.0,6166819.0,1777,97.0
1963,1816,4,4,1991,2830,5.8,11000.0,1435,2186,1241,55,,14143280.0,2232,91.0
1964,5856,6,6,1991,2126,7.6,3900.0,2396,3680,2255,55,,8750400.0,2253,121.0
1965,3657,6,6,1991,1078,6.7,4800.0,1986,3973,639,55,,7308786.0,412,118.0
1966,6268,6,4,1991,242,5.8,5300.0,1286,3136,1506,55,26000000.0,12454768.0,1277,115.0
1967,2422,5,4,1991,1011,5.6,6100.0,1580,530,1491,55,,9804775.0,1812,115.0
1968,4290,10,6,1991,357,6.4,4100.0,2764,1886,713,55,250000.0,787280.0,493,85.0
1969,3047,4,4,1991,949,5.3,15000.0,663,1271,1295,55,23000000.0,52487045.0,2281,97.0
1970,1785,4,6,1991,781,7.4,6200.0,1978,1260,74,54,,13200170.0,305,95.0
1971,3538,6,4,1991,1327,7.5,14000.0,909,1277,656,25,,4532791.0,52,96.0
1972,2596,6,4,1991,2957,5.3,6100.0,962,3502,466,55,5000000.0,19438638.0,1375,94.0
1973,1514,5,5,1991,3311,6.2,6700.0,548,2828,914,55,,28738096.0,2232,104.0
1974,6415,6,0,1991,1998,6.0,3800.0,1787,943,1165,55,10000000.0,14061361.0,1812,83.0
1975,1209,6,6,1991,1998,6.4,7000.0,1884,612,877,55,,28277918.0,1352,110.0
1976,7076,6,5,1991,1053,6.5,3800.0,2570,3962,1607,54,6000000.0,221295.0,586,99.0
1977,1750,6,6,1991,2893,6.8,2500.0,708,744,2518,54,,706131.0,483,87.0
1978,6459,1,2,1991,1878,6.8,2600.0,1552,3691,476,54,10000000.0,2105078.0,2081,82.0
1979,4447,6,6,1991,3242,6.6,4700.0,1819,581,1565,55,7500000.0,6266621.0,589,112.0
1980,745,4,4,1991,2498,6.5,1800.0,1325,1388,931,55,,271327.0,1713,96.0
1981,2990,6,1,1991,2228,6.2,6500.0,859,3274,1849,54,,3106559.0,1812,104.0
1982,4379,6,6,1991,522,6.9,6100.0,2183,4483,1293,54,,1750301.0,133,124.0
1983,4396,4,4,1991,596,5.8,6700.0,1999,1365,1768,55,17010000.0,24941969.0,1275,96.0
1984,1889,5,0,1991,2238,5.9,9000.0,2297,3678,336,55,16400000.0,21082165.0,1777,108.0
1985,5452,6,4,1991,1491,6.7,3300.0,197,333,728,6,,396573.0,141,102.0
1986,3713,6,13,1991,105,5.7,8400.0,52,4478,628,55,8000000.0,18784957.0,731,103.0
1987,453,6,4,1991,1552,5.4,3700.0,1863,4524,2220,55,17000000.0,2865916.0,2242,98.0
1988,2056,6,4,1991,2711,6.4,5300.0,1810,3123,244,55,40000000.0,23202444.0,130,138.0
1989,645,5,0,1991,523,4.1,3000.0,2690,182,1717,55,6000000.0,869325.0,1493,107.0
1990,3524,6,0,1991,3242,4.8,1700.0,1166,1794,467,55,,456127.0,1598,102.0
1991,1835,6,0,1991,1205,4.9,2100.0,769,1178,928,55,13000000.0,5451119.0,1704,99.0
1992,188,6,4,1991,2444,5.9,2000.0,252,680,830,54,8000000.0,10438504.0,1792,115.0
1993,4555,4,6,1991,719,7.2,6400.0,33,2485,2318,27,,516431.0,1021,98.0
1994,3015,6,0,1991,1715,4.5,5400.0,58,2757,2363,55,,1250712.0,1425,90.0
1995,7132,6,0,1991,1552,5.0,4800.0,1253,3839,1445,55,,11128309.0,1277,89.0
1996,6651,6,4,1991,3056,5.6,5400.0,2408,3825,1267,55,22000000.0,11000863.0,1470,95.0
1997,4377,6,6,1991,2053,7.2,6300.0,1328,2037,1013,2,,524668.0,1281,86.0
1998,514,6,6,1991,857,6.8,3100.0,1062,3383,2633,55,36000000.0,1345903.0,2201,189.0
1999,7002,6,6,1991,1998,6.3,5000.0,1073,2470,1287,55,20000000.0,418807.0,1812,111.0
2000,2722,5,3,1991,2333,6.9,4800.0,1176,3844,1377,55,,4076211.0,524,107.0
2001,142,6,5,1991,177,5.7,5100.0,1159,1700,1790,54,15000000.0,15429177.0,2281,94.0
2002,2336,5,6,1991,1998,6.5,8000.0,1112,1707,2240,55,,9480198.0,2319,105.0
2003,4749,6,10,1991,2069,5.2,2700.0,873,2319,2431,55,,2368.0,794,105.0
2004,7303,4,6,1991,1053,6.4,2100.0,419,1193,984,54,,1403033.0,2108,116.0
2005,6942,3,3,1991,690,7.5,6800.0,38,3251,940,14,,3089497.0,1042,115.0
2006,5999,6,0,1991,2978,5.4,3700.0,3,3630,471,55,,4654288.0,568,95.0
2007,765,4,1,1991,596,4.9,2700.0,1858,2018,474,55,10000000.0,8667684.0,2242,89.0
2008,4410,6,4,1991,888,5.9,1500.0,2642,4318,1491,55,,612781.0,589,100.0
2009,868,6,10,1991,397,5.6,4100.0,815,3433,1163,55,10000000.0,9188150.0,1812,88.0
2010,4051,6,0,1991,2444,5.9,3900.0,1075,1643,1868,55,4000000.0,11276846.0,1277,114.0
2011,7450,6,0,1991,2515,5.6,2500.0,1390,2983,119,55,,1182273.0,1342,111.0
2012,5223,5,4,1991,2785,5.5,1900.0,1602,3237,2655,55,,7683267.0,1360,83.0
2013,5790,4,4,1991,2766,6.2,1700.0,1796,2877,161,2,,179469.0,286,85.0
2014,320,1,4,1991,2785,6.0,4600.0,2380,4179,957,55,,14812144.0,1812,92.0
2015,48,6,4,1991,2515,7.3,2700.0,959,1390,162,27,,2120564.0,1372,101.0
2016,4881,5,6,1991,3056,5.3,1800.0,1263,2049,1318,55,,3547684.0,1980,89.0
2017,1457,9,6,1991,818,6.6,2300.0,1533,2345,499,55,,1689723.0,1149,113.0
2018,4034,6,4,1991,888,6.5,4100.0,1660,2698,2208,55,16000000.0,14851083.0,668,115.0
2019,5332,3,4,1991,780,6.9,3500.0,78,130,546,32,,9915.0,975,94.0
2020,6662,6,0,1991,2830,5.1,1100.0,2559,3947,1480,55,19000000.0,939277.0,1704,96.0
2021,4661,6,0,1991,888,6.2,2600.0,948,1088,2068,55,16000000.0,4409328.0,1277,91.0
2022,4154,5,6,1991,3056,6.7,2700.0,1835,2828,1828,55,,18634643.0,1193,111.0
2023,3410,5,6,1991,779,6.6,3600.0,500,1563,1037,14,,1942423.0,1562,143.0
2024,1284,5,0,1991,3371,5.6,2600.0,2030,3152,877,55,18000000.0,1501785.0,1823,98.0
2025,5357,4,6,1991,1851,6.0,796.0,2384,979,719,55,,336396.0,1812,91.0
2026,1202,6,5,1991,2583,7.3,2300.0,1438,2193,2728,55,3000000.0,1345015.0,976,129.0
2027,4569,6,4,1991,919,7.1,4300.0,1581,433,2238,54,,295444.0,1809,95.0
2028,6366,6,4,1991,39,5.7,2000.0,1919,2976,1308,54,,5136759.0,291,103.0
2029,3221,6,13,1991,2622,5.9,1500.0,1968,3040,1490,55,6900000.0,133645.0,1340,112.0
2030,7194,5,6,1991,1328,6.7,3100.0,2857,2878,2332,15,,516517.0,406,117.0
2031,1232,6,6,1991,2186,7.1,2700.0,2252,3460,1699,55,4000000.0,259012.0,1317,89.0
2032,6888,6,0,1991,2399,5.4,1600.0,201,340,1849,55,6000000.0,,1926,96.0
2033,1375,6,6,1991,3371,6.0,945.0,1887,3607,2111,55,,30964.0,51,113.0
2034,6714,6,6,1991,2126,4.6,1100.0,2410,2087,326,55,,1159578.0,545,83.0
2035,7153,6,3,1991,3034,7.2,2800.0,1864,2872,1058,14,,193205.0,969,158.0
2036,3159,4,6,1991,3242,6.4,1700.0,2859,2745,2111,55,14000000.0,8906823.0,599,99.0
2037,3369,6,0,1991,38,7.0,2800.0,2844,4529,2715,47,,1407309.0,1829,103.0
2038,2926,6,4,1991,2969,7.2,10000.0,2401,3684,2259,25,,626057.0,608,102.0
2039,5179,4,4,1991,2830,6.4,1100.0,1690,3538,1639,55,,246000.0,1812,106.0
2040,6076,5,3,1991,779,7.1,2000.0,126,219,2645,25,,93292.0,1754,137.0
2041,3673,-1,4,1991,2956,6.1,2600.0,1035,1575,940,14,,,1042,105.0
2042,1526,6,13,1991,436,5.6,815.0,1823,1782,203,55,,6413375.0,1718,104.0
2043,4531,6,5,1992,3227,8.3,943000.0,2248,3451,966,55,1200000.0,2913644.0,1525,99.0
2044,618,6,6,1992,2053,7.0,186000.0,2154,2047,1856,55,49000000.0,352927224.0,589,127.0
2045,1049,6,10,1992,2875,6.6,74000.0,236,782,2731,55,6000000.0,25795897.0,562,99.0
2046,3802,6,4,1992,1984,7.6,112000.0,1480,831,1267,55,11000000.0,64088552.0,2253,120.0
2047,6167,6,0,1992,3284,7.7,156000.0,1921,1789,545,55,40000000.0,75505856.0,1670,112.0
2048,1662,6,10,1992,2563,7.4,199000.0,862,501,871,54,40000000.0,215862692.0,178,128.0
2049,7101,6,6,1992,579,8.2,385000.0,507,1044,483,55,14400000.0,159157447.0,2319,130.0
2050,123,6,6,1992,621,7.7,242000.0,2346,14,2635,55,41000000.0,243240178.0,731,138.0
2051,144,4,4,1992,1375,7.3,97000.0,2163,2480,2640,55,40000000.0,132440069.0,731,128.0
2052,5575,6,0,1992,2695,6.3,124000.0,1958,2550,1494,55,25000000.0,411006740.0,1415,129.0
2053,4743,6,6,1992,1361,8.0,274000.0,1822,1505,37,55,31000000.0,134095253.0,2281,156.0
2054,627,5,0,1992,1756,7.0,280000.0,2745,471,1868,55,80000000.0,266892996.0,2319,126.0
2055,6296,4,4,1992,2915,6.6,62000.0,2608,4063,756,55,10000000.0,50752337.0,296,104.0
2056,290,1,2,1992,2695,8.0,382000.0,2431,3727,2381,55,28000000.0,504050219.0,2316,90.0
2057,4933,4,4,1992,2439,6.4,91000.0,803,3325,2751,55,31000000.0,231605150.0,2232,100.0
2058,301,6,0,1992,2365,6.5,284000.0,619,855,2455,55,50000000.0,159814498.0,2253,114.0
2059,1497,5,4,1992,1611,6.6,108000.0,2400,2818,1840,55,55000000.0,149022650.0,2281,104.0
2060,1911,5,1,1992,2365,6.6,60000.0,2432,464,2635,55,60000000.0,137783840.0,1318,140.0
2061,5711,6,5,1992,979,7.3,52000.0,2017,3131,2498,54,,62548947.0,1792,112.0
2062,2631,4,6,1992,1039,7.4,30000.0,1171,1193,161,54,,26341736.0,1634,142.0
2063,7074,6,0,1992,3104,6.5,80000.0,109,1736,2515,14,35000000.0,156563139.0,2319,103.0
2064,1518,6,0,1992,64,6.9,9500.0,252,3015,1575,55,8000000.0,16639799.0,1315,107.0
2065,4928,6,6,1992,334,6.4,34000.0,207,2162,318,55,16000000.0,48017402.0,731,107.0
2066,1310,5,2,1992,1389,4.9,22000.0,2261,2952,855,55,30000000.0,14110589.0,334,102.0
2067,2232,6,5,1992,2915,7.7,98000.0,1162,998,37,55,12500000.0,10725228.0,1713,100.0
2068,7245,5,4,1992,936,7.0,148000.0,2162,3049,1909,55,20000000.0,183097323.0,1812,94.0
2069,488,6,4,1992,979,7.5,166000.0,2480,3823,329,55,11000000.0,11502976.0,861,81.0
2070,189,4,6,1992,3034,7.2,55000.0,2388,3200,507,55,12000000.0,43440294.0,144,123.0
2071,7040,6,6,1992,489,7.3,89000.0,642,996,2443,14,10000000.0,4184990.0,1713,134.0
2072,4009,5,6,1992,2915,7.5,41000.0,931,2201,1308,55,,5471088.0,1637,115.0
2073,668,4,4,1992,214,5.7,68000.0,327,2142,391,55,,147214049.0,2281,87.0
2074,7105,6,0,1992,1389,6.0,85000.0,2426,3556,1156,55,23000000.0,36299898.0,2142,102.0
2075,989,5,0,1992,1611,5.7,41000.0,858,2314,1538,55,7000000.0,16624456.0,2253,86.0
2076,4969,6,8,1992,18,5.3,21000.0,1957,4014,315,55,15000000.0,30524763.0,731,91.0
2077,1127,5,3,1992,1361,7.5,55000.0,2286,1019,2241,54,31000000.0,9493259.0,589,143.0
2078,6236,6,3,1992,3034,6.9,20000.0,1236,2727,1112,14,,5013090.0,1067,115.0
2079,2538,4,1,1992,2638,6.8,318000.0,435,2142,1695,55,28000000.0,358994850.0,2253,120.0
2080,5972,6,6,1992,1134,6.6,40000.0,536,162,145,55,11700000.0,88036683.0,1277,110.0
2081,3900,4,6,1992,18,6.9,19000.0,1592,477,442,55,15000000.0,2819485.0,2233,121.0
2082,3438,5,3,1992,2608,7.7,89000.0,2581,111,639,27,33000000.0,48169910.0,1471,202.0
2083,4186,6,0,1992,1905,6.9,106000.0,2235,4259,959,55,45000000.0,178051587.0,1571,117.0
2084,1470,6,4,1992,919,7.5,93000.0,2193,4026,2619,34,3000000.0,242623.0,2345,104.0
2085,4291,6,6,1992,2498,5.4,18000.0,1566,2898,691,55,3000000.0,1829804.0,1713,93.0
2086,4997,5,4,1992,3135,7.1,54000.0,2220,3403,2252,55,23000000.0,105232691.0,1816,126.0
2087,6168,6,10,1992,2187,5.4,34000.0,315,4014,1163,54,10000000.0,32100816.0,146,108.0
2088,6435,6,4,1992,2498,7.5,56000.0,2352,3015,2617,55,8000000.0,21706101.0,291,124.0
2089,1786,4,4,1992,2365,5.8,38000.0,1686,1482,2383,55,7000000.0,40693477.0,949,88.0
2090,7326,6,4,1992,2110,6.8,78000.0,2434,3739,2748,55,,90753806.0,2253,115.0
2091,3209,6,0,1992,2280,6.7,160000.0,2294,1932,1826,55,35000000.0,321731527.0,2319,118.0
2092,368,6,3,1992,1984,7.2,8600.0,788,1358,719,55,16000000.0,13086430.0,1275,125.0
2093,1761,6,0,1992,1039,6.9,64000.0,2390,3671,357,32,7000.0,2040920.0,731,81.0
2094,775,6,6,1992,2025,7.2,37000.0,2430,3250,1010,14,5000000.0,1862805.0,558,139.0
2095,4224,6,8,1992,489,4.9,20000.0,1837,3552,718,55,8000000.0,17092453.0,1812,100.0
2096,581,2,5,1992,677,7.1,40000.0,10,4527,966,55,1000000.0,2038916.0,329,96.0
2097,4929,5,4,1992,3205,6.7,28000.0,370,583,318,55,,18471850.0,2319,99.0
2098,1955,1,2,1992,18,6.5,28000.0,258,2007,2335,2,24000000.0,32710894.0,998,76.0
2099,2609,4,4,1992,1698,6.1,23000.0,879,2796,2509,55,26000000.0,94900635.0,1317,102.0
2100,4747,5,6,1992,3205,6.9,23000.0,2385,1115,304,55,18000000.0,14715067.0,1812,106.0
2101,2525,6,3,1992,782,6.6,22000.0,587,998,1047,55,35000000.0,29302121.0,2253,140.0
2102,2948,6,0,1992,1195,7.1,25000.0,822,1313,2038,55,5000000.0,20146880.0,1360,95.0
2103,1423,6,6,1992,1247,6.8,17000.0,1711,976,1201,54,,7532911.0,1749,111.0
2104,2062,4,6,1992,665,6.3,45000.0,2639,1739,1826,55,,127956187.0,2319,102.0
2105,3449,2,4,1992,1179,7.5,37000.0,2465,3807,236,4,,205569.0,1490,95.0
2106,51,4,0,1992,579,5.3,21000.0,1462,2444,2714,55,6500000.0,29000301.0,2232,84.0
2107,2471,6,10,1992,3135,5.5,28000.0,158,3353,2585,55,5000000.0,12534961.0,1031,97.0
2108,874,6,6,1992,1179,4.5,14000.0,2835,495,1701,15,30000000.0,13273595.0,750,99.0
2109,2550,4,1,1992,1459,4.9,42000.0,2269,4094,2222,55,40000000.0,58662452.0,2233,89.0
2110,1063,5,1,1992,3205,5.8,21000.0,2729,2119,1542,55,24000000.0,22518097.0,2232,100.0
2111,5717,4,4,1992,2110,6.9,19000.0,2146,4310,519,55,,25105517.0,1637,101.0
2112,4176,6,0,1992,2766,5.9,46000.0,1602,4087,2748,55,15000000.0,44065653.0,2319,84.0
2113,2871,6,4,1992,1068,6.4,13000.0,248,819,2106,47,,,1529,95.0
2114,1169,6,10,1992,1307,4.3,7900.0,657,1,2578,55,900000.0,6980986.0,1031,92.0
2115,3126,5,4,1992,2110,5.5,9100.0,2559,821,2267,55,,14796494.0,1457,90.0
2116,4432,5,6,1992,1000,7.0,13000.0,2294,1003,1656,55,35000000.0,4651977.0,731,114.0
2117,5222,4,4,1992,919,7.2,26000.0,218,379,2088,2,,11749595.0,389,94.0
2118,4444,6,5,1992,579,6.1,15000.0,318,520,1303,55,12000000.0,37170057.0,1789,92.0
2119,4087,5,3,1992,1941,7.2,15000.0,2471,4377,2610,54,4000000.0,5378172.0,102,94.0
2120,2229,6,0,1992,2187,6.5,8500.0,2440,1120,1089,55,20000000.0,9223441.0,731,101.0
2121,5094,6,0,1992,2228,6.2,13000.0,2818,1431,2304,54,7000000.0,5430822.0,622,90.0
2122,6914,1,2,1992,1603,5.4,10000.0,2226,1085,2217,55,8000000.0,3560469.0,2252,84.0
2123,6950,5,1,1992,692,5.1,31000.0,211,4351,2262,55,43000000.0,23278931.0,343,118.0
2124,4632,6,5,1992,2552,6.8,38000.0,952,1456,2303,2,,175340.0,1046,94.0
2125,20,5,1,1992,3104,6.5,29000.0,2328,3755,940,54,47000000.0,7191399.0,1146,154.0
2126,4395,4,6,1992,2958,7.0,4100.0,471,3514,893,55,10000000.0,15164458.0,2319,112.0
2127,889,6,4,1992,1375,5.5,27000.0,2279,372,710,55,42000000.0,131052444.0,1812,117.0
2128,6446,5,6,1992,2110,7.2,9500.0,1391,568,2491,2,18000000.0,2827107.0,118,127.0
2129,1659,6,4,1992,2958,5.2,5900.0,1752,2703,1562,55,,8403433.0,809,95.0
2130,4899,4,0,1992,223,5.1,8000.0,3,2635,471,55,,17180393.0,1140,101.0
2131,3537,5,1,1992,1100,6.0,22000.0,1421,4289,2386,55,40000000.0,45500797.0,1277,106.0
2132,2553,5,4,1992,489,5.8,17000.0,106,191,1074,55,25000000.0,35208854.0,599,96.0
2133,6877,6,5,1992,214,6.8,15000.0,1884,2125,2698,55,15000000.0,22660758.0,2242,119.0
2134,5196,5,0,1992,1000,4.3,39000.0,2423,451,2538,55,45000000.0,70611210.0,1746,87.0
2135,2781,6,0,1992,3284,6.2,9500.0,1412,3023,150,55,20000000.0,4943279.0,2319,112.0
2136,7109,6,5,1992,1829,6.3,15000.0,1475,1477,1542,27,,57138719.0,1470,111.0
2137,3321,5,3,1992,1307,7.3,21000.0,966,1475,1991,55,30000000.0,7286388.0,2281,129.0
2138,1970,6,6,1992,1100,5.9,14000.0,2221,3602,2211,55,32000000.0,28590665.0,2319,124.0
2139,4049,6,5,1992,2498,7.1,11000.0,374,444,257,55,,1543112.0,1305,105.0
2140,5162,4,1,1992,334,6.2,11000.0,2191,4287,1312,55,25000000.0,10736401.0,1670,88.0
2141,1298,6,5,1992,2875,5.7,7000.0,44,2860,1498,55,18000000.0,21591728.0,1277,99.0
2142,2068,6,0,1992,3337,5.9,28000.0,2670,4339,461,2,8000000.0,6739141.0,817,95.0
2143,4036,4,4,1992,2187,5.9,4100.0,830,3710,1282,55,18000000.0,8669847.0,254,94.0
2144,3670,4,1,1992,1536,5.4,4400.0,1002,703,2582,55,14000000.0,2034470.0,1278,88.0
2145,5277,6,0,1992,1619,6.9,20000.0,2590,1231,1051,17,900000.0,16270600.0,1176,91.0
2146,2890,6,5,1992,2766,6.3,16000.0,343,559,125,6,20000000.0,11390479.0,1812,124.0
2147,1019,5,2,1992,1611,5.8,4900.0,344,3690,809,55,,8442162.0,1297,72.0
2148,3560,5,4,1992,1053,6.0,23000.0,1374,1580,410,55,40000000.0,14358033.0,2319,99.0
2149,4229,6,4,1992,782,7.0,11000.0,1588,3578,1012,54,5000000.0,4058564.0,477,101.0
2150,2099,6,0,1992,1195,5.4,15000.0,950,3674,756,55,30000000.0,17129026.0,1670,110.0
2151,1283,6,6,1992,2433,7.1,17000.0,77,2530,1720,32,2000000.0,21744201.0,749,105.0
2152,3176,5,4,1992,692,6.1,13000.0,2311,1853,2509,55,,23369283.0,1812,108.0
2153,3956,5,4,1992,2053,7.5,11000.0,2174,2945,1850,55,12000000.0,2280148.0,2232,101.0
2154,1208,5,4,1992,1905,6.1,7100.0,2270,3013,466,55,7500000.0,13272113.0,2319,98.0
2155,1580,6,6,1992,334,7.0,7000.0,1934,2583,1101,55,17000000.0,4836637.0,1637,98.0
2156,2770,5,6,1992,762,7.1,9500.0,2464,1307,369,14,,5603158.0,1807,160.0
2157,3882,6,0,1992,815,5.4,5300.0,58,3498,2035,11,,2001124.0,1320,95.0
2158,3090,5,0,1992,1134,5.9,10000.0,334,552,446,55,10000000.0,21142815.0,862,102.0
2159,4865,6,6,1992,1328,6.4,9400.0,666,4107,1856,55,,43838238.0,2253,132.0
2160,3662,6,0,1992,1536,5.5,7200.0,2198,837,529,55,10000000.0,40227006.0,731,89.0
2161,2645,6,4,1992,3205,7.5,28000.0,2913,4495,2778,55,20000000.0,10555619.0,1374,108.0
2162,6981,6,0,1992,782,6.3,10000.0,2864,467,257,55,14000000.0,13249535.0,2281,101.0
